"input","output","section_texts"
"IT IS OBLIGATORY
FOR a local authority
TO have regard to whether the educational or training outcomes specified in the plan have been achieved
WHEN/IF/WHERE reviewing an EHC plan maintained for a young person aged over 18, or deciding whether to secure a re-assessment of the needs of such a young person.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""a local authority"",
  ""to"": ""have regard to whether the educational or training outcomes specified in the plan have been achieved"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""reviewing an EHC plan maintained for a young person aged over 18, or deciding whether to secure a re-assessment of the needs of such a young person."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/45"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/51""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR a local authority
TO consult the parent of the child, or the young person, for whom it maintains the EHC plan
WHEN/IF/WHERE conducting a review or re-assessment.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""a local authority"",
  ""to"": ""consult the parent of the child, or the young person, for whom it maintains the EHC plan"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""conducting a review or re-assessment."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/62"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/61""
  ]
}","[
  ""section-36""
]"
"IT IS PERMITTED
FOR Regulations
TO make provision about reviews and re-assessments, in particular—
(a) about other circumstances in which a local authority must or may review an EHC plan or secure a re-assessment (including before the end of a specified phase of a child's or young person's education);
(b) about circumstances in which it is not necessary for a local authority to review an EHC plan or secure a re-assessment;
(c) about amending or replacing an EHC plan following a review or re-assessment.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""PERMITTED"",
  ""for"": ""Regulations"",
  ""to"": ""make provision about reviews and re-assessments, in particular— (a) about other circumstances in which a local authority must or may review an EHC plan or secure a re-assessment (including before the end of a specified phase of a child's or young person's education); (b) about circumstances in which it is not necessary for a local authority to review an EHC plan or secure a re-assessment; (c) about amending or replacing an EHC plan following a review or re-assessment."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/45"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
  ]
}","[
  ""section-36""
]"
"IT IS PERMITTED
FOR Regulations under subsection (7) about re-assessments
TO apply provisions of or made under this Part that are applicable to EHC needs assessments with or without modifications.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""PERMITTED"",
  ""for"": ""Regulations under subsection (7) about re-assessments"",
  ""to"": ""apply provisions of or made under this Part that are applicable to EHC needs assessments with or without modifications."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/70"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
  ]
}","[
  ""section-36""
]"
"IT IS PERMITTED
FOR a local authority
TO cease to maintain an EHC plan for a child or young person
ONLY IF —
(a) the authority is no longer responsible for the child or young person, or
(b) the authority determines that it is no longer necessary for the plan to be maintained.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""PERMITTED"",
  ""for"": ""a local authority"",
  ""to"": ""cease to maintain an EHC plan for a child or young person"",
  ""conditions"": [
    {
      ""type"": ""ONLY IF"",
      ""text"": ""— (a) the authority is no longer responsible for the child or young person, or (b) the authority determines that it is no longer necessary for the plan to be maintained."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/49"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/33""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR a local authority
TO have regard to whether the educational or training outcomes specified in the plan have been achieved
WHEN/IF/WHERE determining whether a young person aged over 18 no longer requires the special educational provision specified in his or her EHC plan.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""a local authority"",
  ""to"": ""have regard to whether the educational or training outcomes specified in the plan have been achieved"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""determining whether a young person aged over 18 no longer requires the special educational provision specified in his or her EHC plan."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/44"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/51""
  ]
}","[
  ""section-36""
]"
"IT IS PROHIBITED
FOR a local authority
TO cease to maintain an EHC plan for a child or young person
BEFORE—  
(a) the end of the period allowed for bringing an appeal under section 51 against its decision to cease to maintain the plan, where no such appeal is brought before the end of that period;  
(b) the appeal has been finally determined, where such an appeal is brought before the end of that period.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""PROHIBITED"",
  ""for"": ""a local authority"",
  ""to"": ""cease to maintain an EHC plan for a child or young person"",
  ""conditions"": [
    {
      ""type"": ""BEFORE"",
      ""text"": ""— (a) the end of the period allowed for bringing an appeal under section 51 against its decision to cease to maintain the plan, where no such appeal is brought before the end of that period; (b) the appeal has been finally determined, where such an appeal is brought before the end of that period."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/52"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/33""
  ]
}","[
  ""section-36""
]"
"IT IS PERMITTED
FOR Regulations
TO make provision about ceasing to maintain an EHC plan, in particular about—
(a) other circumstances in which it is no longer necessary for an EHC plan to be maintained;
(b) circumstances in which a local authority may not determine that it is no longer necessary for an EHC plan to be maintained;
(c) the procedure to be followed by a local authority when determining whether to cease to maintain an EHC plan.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""PERMITTED"",
  ""for"": ""Regulations"",
  ""to"": ""make provision about ceasing to maintain an EHC plan, in particular about— (a) other circumstances in which it is no longer necessary for an EHC plan to be maintained; (b) circumstances in which a local authority may not determine that it is no longer necessary for an EHC plan to be maintained; (c) the procedure to be followed by a local authority when determining whether to cease to maintain an EHC plan."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/51"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/44""
  ]
}","[
  ""section-36""
]"
"IT IS PERMITTED
FOR a local authority
TO continue to maintain an EHC plan for a young person until the end of the academic year during which the young person attains the age of 25","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""PERMITTED"",
  ""for"": ""a local authority"",
  ""to"": ""continue to maintain an EHC plan for a young person until the end of the academic year during which the young person attains the age of 25"",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/45"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/51""
  ]
}","[
  ""section-36""
]"
"IT IS PERMITTED
FOR Regulations
TO make provision for an EHC plan maintained for a child or young person by one local authority to be transferred to another local authority in England
WHEN/IF/WHERE the other authority becomes responsible for the child or young person.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""PERMITTED"",
  ""for"": ""Regulations"",
  ""to"": ""make provision for an EHC plan maintained for a child or young person by one local authority to be transferred to another local authority in England"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""the other authority becomes responsible for the child or young person."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/45"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/49""
  ]
}","[
  ""section-36""
]"
"IT IS PERMITTED
FOR the regulations
TO —  
(a) impose a duty on the other authority to maintain the plan;  
(b) treat the plan as if originally prepared by the other authority;  
(c) treat things done by the transferring authority in relation to the plan as done by the other authority.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""PERMITTED"",
  ""for"": ""the regulations"",
  ""to"": ""— (a) impose a duty on the other authority to maintain the plan; (b) treat the plan as if originally prepared by the other authority; (c) treat things done by the transferring authority in relation to the plan as done by the other authority."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/48"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/66""
  ]
}","[
  ""section-36""
]"
